RATING,QUOTE
FAKE,Karapat dapat lang patawan ng karagdagan bayad ng mga Overseas Filipino Workers (OFW) ang PHILHEALTH tutal Dollars naman yung kinikita nila (Overseas Filipino Workers [OFWs] deserve the increase in contributions because they earn in dollars).
FAKE,"May kasalanan din kami, nagkamali kami (We also had mistakes. We were wrong), Sorry for that. See you next Season mga Kapamilya."
FAKE,"Nakausap ko ang Diyos — ang kumakalat na virus ay kaparusahan sa pagsira sa aming Simbahan. Hindi ko ito mapipigilan, ito po ay itinakda. Ngunit ang mga kasapi po ay walang dapat ipag-alala, kami po ay exempted sabi ng Diyos. (I have spoken with God — the spreading virus is punishment for destroying our church. I can’t stop this, this was meant to happen. However, our church members have nothing to worry about, God said we are exempted)."
FAKE,Libreng Pabahay 2023 TANDAAN: LIBRE AT WALANG BABAYARAN KAHIT PISO (Free Housing 2023 REMEMBER: FREE AND WITHOUT ANY PAYMENT NOT A SINGLE PESO).
FAKE,Sa lahat ng hindi bumoto sa otso diretso… lumabas na kayu dito sa simbahan.. Wala na kayung karapatan magsimba sa Dios!! Mga traydoor.. (To all those who did not vote for otso diretso… get out of this church.. You have no right to worship God!! Traitors..)!!
FAKE,"10K AYUDA IPAPADALA SA PALAWAN NGAYONG ARAW MAG PA REGISTER NA (Financial aid worth P10,000 to be sent via Palawan Express today, register now),"
FAKE,"Sa susunod Na election Wag ninyong iboboto ang Ang (sic) mga kaalyado ni Duterte kung Ayaw ninyong Malubog sa Utang (In the next election, do not vote for allies of Duterte if you don’t want to be buried in debt)!"
FAKE,Mga tira-tirang pagkain sa mga restaurant ang dapat ibigay sa mga mahihirap – Bam Aquino (It is leftover food from restaurants that should be given to the poor — Bam Aquino)
FAKE,"To our all knowing detractors, if you are a depositor of LandBank or the DBP and do not trust the feasibility of having our own investment fund (MIF), then just withdraw your money and deposit it in another bank. If you are a member contributor of GSIS and SSS, then just stop contributing and withdrawing all your contributions,"
FAKE,"– 45% believe Robredo has mental problems, 26% do not, and 29% are undecided on the matter – 55% were unbothered by the vice president’s mental issues while 44% were; and – 61% believe the vice president’s health is a public matter, 33% say it is private and does not need to be made known, while 6% had no opinion."
FAKE,Law Expert To ICC: You Cannot Prosecute A President With Very High Approval Ratings In His Country.
FAKE,"Good News!! 8k to 10K ayuda mula kay PBBM | LAHAT NG NAG MESSAGE SA AMIN, MAG PALISTA KAYO DITO SA LINK PARA MAIPADALA NA SA INYO (Good news! P8,000 to P10,000 financial aid from [President Marcos] | Click this link and be part of the list to be given financial aid)."
FAKE,"The Philippine version of democracy as of late is best called a government by stupid people, for stupid people and of stupid people. The result is you get a government that buys the people, poor the people, and off the people."
FAKE,OMG! BAGONG PERA NG PILIPINAS INILABAS NA (NEW BANKNOTES OF THE PHILIPPINES NOW RELEASED)! NEW PHILIPPINE BANK NOTES AND COINS.
FAKE,"Kung kasalanan maging bobo, yes guilty ako! Dahil hindi ako nabigyan ng pagkakataong makapag-aral ng [sic] dahil sa hirap sa buhay... Guilty ako kung kasalanan ang walang pinag-aralan. Pero malinis ako at hindi ako corrupt at magnanakaw."
FAKE,"With the opening of a new platform, BDO Unibank offers all residents of the Philippines an opportunity to earn extra money."
FAKE,Uncover ang Hiwaga ng Kagandahan mula sa mga madre ng Monasteryo ng Santa Clara sa Pasig: Paano ang kanilang natatanging produkto ay tumutulong sa mga kababaihan na labanan ang pagtanda. (Uncover the magic of beauty from the nuns of the Monastery of Sta. Clara in Pasig: How their unique product helps women to fight aging.)
FAKE,BREAKING NEWS: KOBE BRYANT’s ELDEST DAUGHTER ‘NATALIA BRYANT’ left a ‘Suicide VIDEO’ of Herself ‘COMMITTING SUICIDE’ After BEING BULLIED… | BBC-News
FAKE,Duterte goes to China’s aid; Philippine General Hospital to receive coronavirus patients from Wuhan.
FAKE,"We are the first sovereign state who did scientific research and completely mapped the Benham Rise, therefore in behalf of the People’s Republic of China, I, Wang Yi, foreign minister, claim the entire eastern Philippine Sea and declare the Benham Rise as Chinese territory."
FAKE,Lumaban sa studio. Bakit binugbog si Kardiyolog Willie Ong sa Live TV? Nabigla ang mga pensionado nang malaman nila ang katotohanan (Fight in the studio. Why was Cardiologist Willie Ong beaten up on Live TV? The pensioners were shocked when they learned the truth).
FAKE,MABISANG SOLUSYON PARA SA DIABETES. Sabihin hindi sa insulin. Epektibo pagkatapos ng 7 araw ng paggamit. (Effective solution for diabetes. Say no to insulin. Effective seven days after use.)
FAKE,"We have the sole mandate for the purpose of handling all public procurements in Philippines. Source: Philippines International Development Agency, Homepage, accessed Oct. 22, 2019"
FAKE,"DSWD 4PS UPDATES: AYUDA PARA SA MAHIHIRAP NA PILIPINO. MAG PALISTA NA DITO. Kapag naka palista na kayo mag hintay Ng text mula sa DSWD upang iclaim ang P7000 nyo. Basta poor at Hindi mayaman kasama dito. Tatanggap ang DSWD Ng application Hanggang December 31, 2023 lang (CASH ASSISTANCE FOR POOR FILIPINOS. REGISTER HERE. Once you are registered, wait for a text from the DSWD to claim your P7,000. Poor and not rich individuals are included here. The DSWD will only accept applications until December 31, 2023)."
FAKE,Paano ang mga preso? Sila dapat ay pansamantala ng palayain. Hahayaan na lang ba natin sila magkasakit sa kulungan (What about the prisoners? They should be temporarily freed. Will we just allow them to get sick in prison)?
FAKE,"Kung elitista’t mayaman ka, KAKAMPINK [supporter of Robredo] ka. Kung mahirap kang atat sa tunay na pagbabago, kasangga mo ako. Tapat na serbisyo ko ang kailangan mo. Kitakits sa 2022! (If you’re elitist and rich, you’re KAKAMPINK [supporter of Robredo]. If you’re poor and in a hurry for real change, I’m your guy. What you need is my honest service. See you in 2022!)"
FAKE,trillanes gustong pa imbistigahan kung san galing ang tagong yaman ni manny ([T]rillanes wants to probe the source of Manny’s hidden wealth).
FAKE,ALAMIN! Bagong Programa Ng DSWD 3K Per Month Ipamimigay Bukod Pa Sa 4PS PAANO MAGPALISTA? CLICK NIYO LANG ITONG LINK AT MAGPA REGISTER (FIND OUT! DSWD’s New Program 3K Per Month Will Be Given Apart From 4PS HOW TO REGISTER? JUST CLICK THIS LINK AND REGISTER).
FAKE,"We didn’t do fake news on your interview with us. We reported it as is, as you said it. You lie when you say we have misconstrued or mistranslated your statements in that interview. And, Madam, the word ‘STOP’ is SYNONYMOUS with ‘NOT TO CONTINUE.’"
FAKE,"KWINTAS NA SUOT NI KRIS AQUINO SA CRAZY RICH ASIAN PREMIERE SI IMELDA MARCOS ANG MAY ARI (Necklace Kris Aquino wore at Crazy Rich Asian [sic] premiere owned by Imelda Marcos)!,"
FAKE,KUMPIRMADO: MGA ESTUDYANTENG LUMALABAN SA MILITAR TINANGGALAN NA NG SCHOLARSHIP AYON SA NYC CHAIR (Confirmed: Students fighting against the military had their scholarships removed according to the NYC Chair)!
FAKE,"It’s ironic that my cousins – Bongbong and Imee are very fond of using the word ‘unity,’ when they themselves can not unite our family. Unity only applies to them when you bow down to their wishes and caprices. I can not by principle endorse Bongbong as a President nor his son Sandro as Congressman for the 1st District of Ilocos Norte. They are both fraudsters, who do not possess intellectual nor leadership skills. They do not know hard work, that’s why they never achieved anything in their lives."
FAKE,"KAKAPASOK LANG (Just In): BREAKING NEWS PANGULONG DUTERTE AARESTOHIN SI BISHOP PABILLO RAPIST NA PARI BUKING (President Duterte will arrest Bishop Pabillo, rapist priest caught)."
FAKE,"PATAY SI RONALD ‘BATO’ DELA ROSA MATAPOS SIYANG PAGBABARILIN SA HARAP NG BUREAU OF CORRECTIONS. (Ronald ‘Bato’ Dela Rosa dead after getting shot in front of Bureau of Corrections),"
FAKE,"Matapos ang cleaning ng blood vessels, finally naalis na ng matatanda ang high blood pressure at 9 pang supposedly na incurable na sakit! (After cleaning the blood vessels, elders finally got rid of high blood pressure and nine more supposedly incurable diseases!)"
FAKE,"LAND BANK SCHOLARSHIP 2024-2025. COLLEGE STUDENTS: P10,000.00. SENIOR HIGH: P 9,500.00. HIGH SCHOOL: P 8,000.00. ELEMENTARY: P 7,500.00. Requirements: School id, Report card. APPLY HERE: [Link]"
FAKE,"PINAKA MAINIT NA BALITA !LENI NAGYABANG KUNG SYA LANG DAW PANGUL0 GINYERA NA NYA ANG CHLNA! PANOORIN (Breaking news! Leni brags that if she were the president, she would have already gone to war with China! Watch)."
FAKE,"PANOORIN: SHARK NATAGPUANG LUMALANGOY SA MARIKING RIVER GRABE 4.4 MILLION VIEWS AGAD ANG VIDEO NA ITO (Watch: Shark found swimming in Mariking River, Intense, this video already has 4.4 million views)."
FAKE,Manny kinumpirma ang pamamaalam. Mommy Dionisia pumanaw na (Manny confirmed she has departed. Mommy Dionisia has passed away).
FAKE,"NAG BABAGANG BALITA: SEN. TRILLANES HANDA NA UMANONG SUMAKABILANG BUHAY! NAGPAALAM NG MAAGA SA MGA TAO! PANOORIN (Breaking news: Sen. Trillanes says he’s ready to go to the afterlife! Bidding people an early goodbye! Watch),"
FAKE,GRABE ITO! Barko Ng China Coast Guard WASAK NANG TAMAAN Ng Hindi Pa Natutukoy Na SANDATA (This is bad! Chinese Coast Guard ship destroyed by an unidentified weapon)!
FAKE,SHOCKING! President Duterte Pumalagsa Gusto ni Leni na Gawing Legal ang Druga sa Bansa (Shocking! President Duterte rejects Leni’s proposal to legalize drugs in the country).
FAKE,Hindi ko mapa-STOP ang Coronavirus dahil hindi naman ako nakakapagsalita ng Chinese (I cannot command the coronavirus to stop because I don’t speak Chinese).
FAKE,"Masakit man sa kalooban ko ang magpaalam, nanghihinayang lang ako, kasi nabawasan na naman ng isang productibong senador ang bansa (While it’s hard for me to say goodbye, I also regret it because the country just lost another productive senator)."
FAKE,"A guide to claiming PHP 6,000 monthly pension for senior citizens. Starting at AGE 60. Gift from DU30!"
FAKE,"French Macron: The World May Not Agree, But Lets Admit Duterte Is A Role Model,"
FAKE,JUST IN PDUTERTE NAGULAT sa NATUKLASAN KASABWAT ni PACQUIAO sa UMAK IKINANTA NA (President Duterte was shocked to know Pacquiao’s accomplice in UMak; now named)?!!
FAKE,HINDI UUBRA SA AMING MGA TAGA TONDO YANG MGA TAGA MINDANAO (Those from Mindanao won’t stand a chance against Tondo [Manila] residents).
FAKE,"I apologize to the entire Filipino Nation for the terrible suffering caused as a result of the failure of my colleagues and myself in drafting the 1987 Constitution. It was our fault that the 1987 Constitution is full of terrible lapses in logic. This happened because President Cory Aquino gave us only 4 months to rush-draft this Constitution, and we did not have enough time to test the logic of the draft."
FAKE,"As of May 4, 2022. (Nahiya pa. Di pa ginawang 100%) ([They’re] still embarrassed. They did not make it 100%) #NoToMarcosDuterte2022"
FAKE,"Dahil sa pagkatalo ng Ocho Derecho ay nanganganib na magunaw ang buong Mundo, Mababawi lamang natin ang Sumpa kung ibabagsak natin ang rehimen Duterte at iupo natin bilang bagong banal na pangulo si Leni Robredo ang babaeng hindi nagkasala at ang taga tubos ng sanglibutan (Because of Ocho Derecho’s loss, the world is at risk of collapse. We can only reverse the curse if we bring down the Duterte regime and put at the seat the new, holy president Leni Robredo, the woman without sin and the savior of the world)."
FAKE,"Ang lotus root powder ay… may epekto ng pagpigil sa labis na timbang, labis na katabaan, pagtatae, mga digestive disorder na dulot ng bakterya, pagbabawas ng kolesterol sa dugo. (Lotus root powder has… an effect in stopping excess weight, excess fat, diarrhea, digestive orders caused by bacteria, [and] reducing blood cholesterol.)"
FAKE,DOH was surprised to discover the main cause of osteoarthritis! Doctors have successfully researched a new method to help patients recover from their illnesses without taking medication. Effective after only 14 days of treatment!
FAKE,"Research on thousands of people who have successfully regained their shape, lost mαny kg in a short time and improved their health effects after eating MEIZOU Chia seeds. The product has been approved by the FDA as safe and good for health."
FAKE,May existing number ka na ba? At yellow parin ang TIN ID mo. Mag-upgrade kana sa GREEN CARD with QR CODE. NO REQUIREMENTS NEEDED. FREE DELIVERY and CASH ON DELIVERY na rin po. LEGIT. Kami na po bahala magprocess. Issued directly sa BIR. (Do you already have a TIN? And you still have a yellow TIN ID? Upgrade to a green TIN card with a QR code. No requirements needed. Free delivery and it’s also cash on delivery. Legit. We’ll take care of the processing. Issued directly by the BIR.)
FAKE,Ayaw kong maging investment ng parents ko (I don’t want to be an investment of my parents).
FAKE,P10K AYUDA PARA SA MGA MAY NATIONAL ID! (P10K ayuda [cash aid] for those with national ID!
FAKE,"Kung kaya ng Davao City, kaya din ng Lungsod ng Maynila. Di bale na ako gumaya kay Pangulong Duterte. Basta maganda naman (If Davao City can do it, the City of Manila can, too. It doesn’t matter if I copy President Duterte. As long as it turns out great)."
FAKE,Two days salary deduction for the month March 2023 from all government employees for President Relief Fund for Turkey and Syria.
FAKE,"Mga delikadong dahilan kung bakit di mo dapat ilagay sa refrigerator ang itlog (Harmful reasons why you should not put eggs in the refrigerator),"
FAKE,"Dear Fellow Filipinos, Dahil sa sunod-sunod na scandals (Because of a series of scandals) involving public officials, Katay (Butcher) Digong had a meeting with his top leaders! #WorryMode #NgaNga (lit. agape)#AlamNaThis (this is already known)#SilentNoMorePH Source: Silent No More PH, May 28, 2018"
FAKE,"Ngayong Araw tatanggap na po Ang opisina ni Sen. Robin Padilla Ng mga MABIBIGYAN NG Tulong PINANSYAL 3,000 pesos Magpalista na Dito (Today, the office of Sen. Robin Padilla will receive (applications from those who will be given) P3,000 of financial aid, sign up here),"
FAKE,"Paalam BOSSING 1954-2018, Salamat sa mga taon mo sa EB. | CCTV REPORT (Goodbye BOSSING 1954-2018, thank you for your years on EB | CCTV REPORT.)"
FAKE,"Walang time pumila, ayaw ma – hassle at mapagod sa pagkuha ng VALID ID? Luma na ang yellow card at gusto mapalitan ng NEW GREEN WITH QR COD E. UPGRADE NA! (No time to fall in line? Don’t want to be hassled and tired to get a valid ID? The yellow [TIN] card is now old and you want to replace it with a new green one with a QR code. Update now!)"
FAKE,The hospital strongly denies developing any such medication due to the fact that the hospital does not possess the capability to independently develop and produce drugs.
FAKE,"how Obama is afraid asking you a questions (sic), because he knows that your replies are brilliant."
FAKE,BREAKING NEWS: Senator Franklin Drilon killed in an ambush in Iloilo City.
FAKE,"PANTAWID GUTOM PROGRAM. UCT/CASH CARD/NON POOR. 7K MONTHLY ALLOWANCE LAHAT MAKAKATANGGAP. MAGPALISTA NA NASA LINK ANG FORM (Unconditional cash transfer/cash card/non poor. P7,000 monthly allowance. Everybody will receive it. Register now with the form in the link.)"
FAKE,"Bilang Co-Chairman ng ICAD, agad kong ipag-babawal sa lahat ng kapulisan ang pagdadala ng baril o anuman uri ng sandata during Raid and Police Operation ng sagayon masiguro ko walang mamamatay na suspek. Bagamat hindi maiiwasan na may malagas sa ating mga kapulisan. Tututulong po ang gobyerno sa pagpapalibing sa kanila (As co-chair of ICAD, I will immediately ban all police from carrying guns or any other type of weapon during raid and police operations to ensure no suspect will die. While we cannot prevent the death of our police officers, the government will provide them with burial assistance)."
FAKE,Many observers wonder why some of the most important issues that has been tackled and presented during the Senate investigation was not aired nor covered by known Media outlets in the country.
FAKE,"Record breaking 1,000,000 ang umattend sa Leni Grand rally sa Cebu. Sa dami ng tao nahirapan na huminga ang dumalo. (Record-breaking, 1,000,000 attended the Leni grand rally in Cebu. Due to the huge crowd, people were having a hard time breathing)."
FAKE,"Sa mga gustong magpatulong sa amin, FREE lang, basta i-share mo lang ang post na ito sa 10 groups mo at magmessage sa amin. (For those who want us to assist them, it’s FREE, just share this post to 10 of your other groups and message us)"
FAKE,NAKIKIRAMAY! RAFFY TULFO SAKSI SA PAGPANAW NI KRIS AQUINO NGAYONG HAPON! STAGE 5 CANCER ANG DAHILAN (Condolences! Raffy Tulfo witnessed Kris Aquino’s death this afternoon! Stage 5 cancer caused [her death]!
FAKE,"LEAD VOCALIST NG KAMIKAZEE JAY CONTRERASAT 6 KASAMA TIMBOG SABUY BUST OPERATION (Lead vocalist of Kamikazee, Jay Contreras, and 6 others were caught in a buy-bust operation)."
FAKE,"BREAKlNG NEWS: PAALAM (Goodbye) ‘BAMBOO MANALAC’, SaIamat sa lnspirasyong Binigay Mo (Thank you for the inspiration you’ve given)…1976-2020 (MASELANG PANOORIN) (Sensitive to watch)."
FAKE,"Marami kasi ang lumalabas sa mga pahayagan, sa media na iyon nga 6.4, tapos iyong epekto na parang 6.4 iyong buong Enero hanggang Agosto. Pero kung talagang uh, iko-compute mo it’s 4.8. (Several reports in newspapers, in the media, show the 6.4 percent inflation rate covers January to August. But if you compute for it, it’s 4.8 percent for the past eight months if I’m not mistaken). Source: Radyo Pilipinas, Cabinet Report sa Teleradyo, Sept. 8, 2018, watch from 1:18:33 to 1:18:55"
FAKE,"Desiplina (sic) ng demokrasya. Samahan ninyo kami para alagaan ang kalikasan. Suportahan ang Partidong Liberal. Clear Boracay, Clear Pasig River. (The discipline of a democracy. Join us in taking care of the environment. Support the Liberal Party. Clear Boracay, Clear Pasig River)."
FAKE,"If you look at anything that’s been successful, whether it’s looking at financial models or trying to prevent fake financials, trying to prevent those things from happening. It has always been the most successful ones included machines… Source: UNESCO, Is journalism in crisis? Interview with Rappler’s Executive Editor, Maria Ressa, April 4, 2017, watch from 0:49 to 1:06"
FAKE,P20.00 COINS MO BILHIN NAMIN NG P600.00 ANG ISA (We’ll buy your P20 coins for P600 each) | 100% LEGIT.
FAKE,"LIVE LEAK: Isang Bakasyunistang Naghamon Sa Ama Ni … Natagpuang Patay (Live Leak: Tourist who accosted … dad found dead),"
FAKE,"BOOM! RISA PUMANIG SA PITONG BINATA NA NAGVIRAL WALA DAW MALI SA KANILANG GINAWA! PANOORIN (Boom! Risa sided with seven young men who went viral, said they did nothing wrong! Watch)."
FAKE,DATING PANGULONG JOSEPH ESTRADA PUMANAW NA SA EDAD NA 83 (Former president Joseph Estrada passed away at the age of 83).
FAKE,"P10K MONTHLY ALLOWANCE PARA SA MGA SENIOR CITIZENS AT PWD, APRUBADO NA (P10k monthly allowance for senior citizens and PWDs, approved)!"
FAKE,"Silipin: Boracay makalipas ng ilang linggong rehibilitasyon (Look: Boracay a few weeks after rehabilitation),"
FAKE,"Robin Padilla: Isasabatas ko na po na Ang bawat lalaki, Lima ang mapapangasawa (I will create a law to allow every man to marry five women)."
FAKE,"WHOOPING COUGH SOLUTION !! Whooping cough, isang virus na kumakalat ngayon. Ano nga ba ang Whooping cough? Sino-sino ba ang mga natatamaan nito? Meron bang solusyon dito? Sasagutin lahat yan ni Doc.W.Ong (a virus that is currently spreading. What exactly is Whooping cough? Who can be affected by this? Is there a solution to this? Doc. W. Ong will answer all of that). Hindi mo na kailangan pang maghanap ng mga antibiotic dahil ipapakilala ko sa inyo ang isang gamot na epektibo at pwedeng inumin sa anumang edad. Vitalungs lang ang tanging lung supplement na may kakayahang lunasan ang anumang lung conditions o respiratory diseases kagaya ng whooping cough at iba pa (You don’t need to look for antibiotics because I will introduce you to a medicine that is effective and can be taken at any age. Vitalungs is the only lung supplement that has the ability to treat any lung condition or respiratory disease such as whooping cough and others)."
FAKE,"Sandro Marcos: Why the big fuss about the prices of red onions? Common sense dictates that you use white onions when red onions are expensive and alternatively, use red onions when white onions are expensive. Simple problems need simple solutions."
FAKE,MaMa LEni Nyo Nagkakalat na ng FAKENEWS. Ito ba ang gusto nyo Leader mukhang DESPERADA na ah? #thevoice (Leni’s spreading fake news. Is this the leader you want? She looks desperate.)
FAKE,Karamihan sa nakaexperience ng teen pregnancy ay kabataan (Most of those who experience teen pregnancies are the youth).
FAKE,"Kris Aquino, KAKASOHAN (sic) ang OSPITAL kung saan DINALA si NOYNOY AQUINO (Kris Aquino will sue the hospital where Noynoy Aquino was brought)!"
FAKE,"I have not issued any document to this effect. Any issuances, any decisions will be officially issued and communicated by the Commission on Elections,"
FAKE,"Pwedeng pagkakitaan ng ating mga kababayan pede nilang kalkalin bakal tanso, plastic, etc…pede ibenta sa junkshop. Hindi dapat ibinalik ang basura sa Canada(It could have been a source of income for our fellow Filipinos. They could have looked for steel, bronze, plastic, etc. and sold them to a junk shop. The waste should have not been returned to Canada)."
FAKE,"PAGKAIN NGA WALA SILANG PAMBILI, BAKUNA PA KAYA. HUWAG MAG-INARTE KASI MAHIRAP LANG KAYO AT PABIGAT KAYO SA GOBYERNO. Kasalanan niyo kung hanggang ngayon mahirap pa rin kayo, sa gobyerno niyo lahat inaasa ang pangangailangan ninyo. BAWAL ANG MAG-INARTE SA PANAHON NG PANDEMIC."
FAKE,"After the first shot, she had a fever of 38 degrees, but the next day it went down to just over 37, and that was it. After the second shot, her temperature went up a little, but then came down again. She feels well, and the titres are high."
FAKE,Iskandalo sa studio! Itinago nila ang pangunahing lunas para sa presyon mula sa mga pasyenteng hypertensive! Sila pala (Scandal in the studio! They concealed the primary cure for hypertension from hypertensive patients! They are)…
FAKE,"WALA NA! FINISH NA! Grabe kayo PASAY! Daog na! Daog na! (It’s done! It’s finished! You’re so great, Pasay! We won! We won!) CROWD ESTIMATE: 90000 Billion Million Thousand People!"
FAKE,Breaking News: Piolo Pascual Patay Matapos Barilin sa Ulo ng mga Car Jacker (Piolo Pascual dead after getting shot in the head by carjackers) | WATCH |.
FAKE,"REST IN PEACE GOV. AYEC PIMENTEL We are saddened to announce the passing of Surigao del Sur Governor Alexander Ayec Pimentel at the age of 71 due to lung cancer. It was confirmed by his family today April 01, 2024. #CondolenceToThePimentelFamily"
FAKE,Mahalin natin ang mga magsasakang mahihirap dahil sila ang naaapektohan [sic] sa krisis (Let us love the poor farmers because they are the ones affected by the crisis). – Sen. Bam Aquino
FAKE,President Duterte declares enhanced community quarantine in entire Luzon.
FAKE,NAAWA AKO SA MGA SENIORS (I felt pity for the senior [high school students]) SAYS DEPED SECRETARY.
FAKE,Breaking! National University Students Walks Out From Sen. Hontiveros Speech.
FAKE,PAGPASUSPENDI KAY TRILLANES GAGAWING TOP PRIORITY NI TITO SOTTO SA SENADO (Trillanes’ suspension to be made top priority of Tito Sotto in the Senate).
FAKE,"Pinalayas ko mga katulong namin kasi BBM-Sara sila. Lahat dapat ng mga homeowners sa condos and villages, palayasin ang mga katulong at drivers nila na sumusuprta kay BBM (I fired my helpers because they are for BBM-Sara. All homeowners in condos and villages should also fire their helpers and drivers who support BBM) #PasigLaban #PasigIsPink."
FAKE,BBC NEWS EXCLUSIVE: MARCELITO POMOY FOUND DEAD IN HIS HOTEL ROOM AFTER LOSING AMERICA GOT TALENT
FAKE,"The Japanese Institute of Biological Research has introduced [a product] to kill insects, bugs, yellow flies, red spiders, snails to protect plants completely with natural herbs."
FAKE,"SIRAAN MAN AKO NG KUNG SINO-SINO MANANATILI PA RIN SILANG SINUNGALING SA MATA NG TAONG NAKAKAKILALA SA AKIN NG TOTOO (Even if people slander me, they will remain liars in the eyes of the people who truly know me)."
FAKE,"PCG HIRING 2024. APPLICATION NOW OPENED. PHILIPPINE COAST GUARD HIRING: K12 GRADUATES. 5’0 Height Above. NO AGE LIMIT. P43,000.00 Monthly Salary."
FAKE,Pag my (sic) nag ikot ng vaccine galing brgy o city health wag kayo magp inject ah delikado 5 ang patay dito s tarlac now lng knina lng 9am sila nainject un mga tao n nag inject hnd n makita! Plss (sic) pass this para malaman ng iba..
FAKE,Hindi masama ang kidnapping kung hindi sinaktan ang biktima (Kidnapping is not bad if the victim was not hurt).
FAKE,PHIVOLCS Regional Director said in an interview over a local radio station that it is possible for CDO or Tagoloan to be the epicenter of a high-magnitude quake because of the active fault line in CDO and Tagoloan river. A 7.2 magnitude quake could trigger a tsunami that could reach a 15-storey building. He advised to study our surroundings for a possible evacuation route.
FAKE,"JUST IN – MATAPOS PATUL0Y na PANIN!RA sa GOBYERNO, KORING HARAPANG TINULD0KAN, LISENSYA TANGGAL na (After continuously defaming the government, Korina faced the end of her career. License now revoked)!"
FAKE,"Ang DSWD walang scholarship program. Meron lang kaming educational assistance na tinatawag (The DSWD does not have a scholarship program. We only provide educational assistance),"
FAKE,"LP PINAINOM NG BEER ANG MGA KABATAAN PARA SUMAMA SA RALLY (LP made the youth drink beer so they could join rally),"
FAKE,"Dapat pag umubo, sana pahigop… para di na kumalat pa… (If you’re going to cough, you should suck it in… to prevent its spread…)."
FAKE,"China Seeks For Court’s Approval to kill over 20,000 Patients,"
