RATING,QUOTE
FAKE,"Kahapon (Yesterday), Power Mac Center: Officially launched Smartwatch GT20 Ultra imported from the US at a super special price in the Philippines, only PHP 1,099/1 units (PHP 2,199/2 units) on the occasion of opening the 10th branch in Greenbelt Mall. Dahil masikip ang event, nagdulot ng congestion at pagpupumilit, maraming customer ang hindi nakabili at nahimatay pa dahil sa kakulangan ng oxygen (Because the event was overcrowded, causing congestion and struggle, many customers were unable to buy and even passed out due to lack of oxygen)."
FAKE,SPECIAL REPORT: Carlos Dominguez’s Latest Investment Has Experts in Awe And Big Banks Terrified.
FAKE,PILIPINAS FIGHTER JET BUMANAT NA (PHILIPPINES FIGHTER JET HAS GONE ALL OUT!)
FAKE,"Sandiganbayan suspends LRay Villafuerte over 800 million graft,"
FAKE,GRABE ITO! Barko Ng China Coast Guard WASAK NANG TAMAAN Ng Hindi Pa Natutukoy Na SANDATA (This is bad! Chinese Coast Guard ship destroyed by an unidentified weapon)!
FAKE,PCG naubos ang pasensya! Agresibong Chinese militia binomba umano ng water cannon sa Ayungin (PCG lost its patience! Aggressive Chinese militia bombed with water cannons in Ayungin).
FAKE,"Pneumonia, Bronchitis, asthma, [chronic obstructive pulmonary disease] C.O.P.D. resolved right after 7 days of using Lung Gold Milk,"
FAKE,"PANTAWID GUTOM PROGRAM. UCT/CASH CARD/NON POOR. 7K MONTHLY ALLOWANCE LAHAT MAKAKATANGGAP. MAGPALISTA NA NASA LINK ANG FORM (Unconditional cash transfer/cash card/non poor. P7,000 monthly allowance. Everybody will receive it. Register now with the form in the link.)"
FAKE,"pilipinas mag handa na.. tayo na ang pinaka mayaman sa lahat. PBBM kinuha na ang marcos account sa belgium $987B (Philippines, get ready… We’re now the richest country ever. President Marcos has got the Marcos account in Belgium [worth] $987 billion)."
FAKE,"With the opening of a new platform, BDO Unibank offers all residents of the Philippines an opportunity to earn extra money."
FAKE,Libreng Pabahay 2023 TANDAAN: LIBRE AT WALANG BABAYARAN KAHIT PISO (Free Housing 2023 REMEMBER: FREE AND WITHOUT ANY PAYMENT NOT A SINGLE PESO).
FAKE,"Matapos ang cleaning ng blood vessels, finally naalis na ng matatanda ang high blood pressure at 9 pang supposedly na incurable na sakit! (After cleaning the blood vessels, elders finally got rid of high blood pressure and nine more supposedly incurable diseases!)"
FAKE,"Walang time pumila, ayaw ma – hassle at mapagod sa pagkuha ng VALID ID? Luma na ang yellow card at gusto mapalitan ng NEW GREEN WITH QR COD E. UPGRADE NA! (No time to fall in line? Don’t want to be hassled and tired to get a valid ID? The yellow [TIN] card is now old and you want to replace it with a new green one with a QR code. Update now!)"
FAKE,ALAMIN! Bagong Programa Ng DSWD 3K Per Month Ipamimigay Bukod Pa Sa 4PS PAANO MAGPALISTA? CLICK NIYO LANG ITONG LINK AT MAGPA REGISTER (FIND OUT! DSWD’s New Program 3K Per Month Will Be Given Apart From 4PS HOW TO REGISTER? JUST CLICK THIS LINK AND REGISTER).
FAKE,"P1/araw – Magpaalam sa madilaw na ngipin, masamang hininga na dulot ng tabako, kape at food plaque na may Niacinamide toothpaste (P1 a day – Say goodbye to yellow teeth, bad breath caused by tobacco, coffee and food plaque with niacinamide toothpaste),"
FAKE,May existing number ka na ba? At yellow parin ang TIN ID mo. Mag-upgrade kana sa GREEN CARD with QR CODE. NO REQUIREMENTS NEEDED. FREE DELIVERY and CASH ON DELIVERY na rin po. LEGIT. Kami na po bahala magprocess. Issued directly sa BIR. (Do you already have a TIN? And you still have a yellow TIN ID? Upgrade to a green TIN card with a QR code. No requirements needed. Free delivery and it’s also cash on delivery. Legit. We’ll take care of the processing. Issued directly by the BIR.)
FAKE,Uncover ang Hiwaga ng Kagandahan mula sa mga madre ng Monasteryo ng Santa Clara sa Pasig: Paano ang kanilang natatanging produkto ay tumutulong sa mga kababaihan na labanan ang pagtanda. (Uncover the magic of beauty from the nuns of the Monastery of Sta. Clara in Pasig: How their unique product helps women to fight aging.)
FAKE,"Ngayong Araw tatanggap na po Ang opisina ni Sen. Robin Padilla Ng mga MABIBIGYAN NG Tulong PINANSYAL 3,000 pesos Magpalista na Dito (Today, the office of Sen. Robin Padilla will receive (applications from those who will be given) P3,000 of financial aid, sign up here),"
FAKE,Ang pagpakita ni Jesus ay isang babala na malapit na maisakatuparan ang paghukom sa mundo. (Jesus [Christ’s] appearance is a warning that judgment day is near).
FAKE,"To our all knowing detractors, if you are a depositor of LandBank or the DBP and do not trust the feasibility of having our own investment fund (MIF), then just withdraw your money and deposit it in another bank. If you are a member contributor of GSIS and SSS, then just stop contributing and withdrawing all your contributions,"
FAKE,"Our learners in DepEd do not exactly need quality education, they only need basic education. Most of them will go in abroad and become Domestic Helpers, Nurses or Construction workers. Besides, DepEd does not have the budget to provide the same quality education as being provided by private schools."
FAKE,SMART ENERGY POWER SAVING DEVICE NAPATUNAYANG EPEKTIBO AYON SA DOE (SMART ENERGY POWER SAVING DEVICE PROVEN TO BE EFFECTIVE ACCORDING TO DOE).
FAKE,JUST NOW: OMG! KUMPIRMADO PNOY nagtatago lang sa AMERICA? PNOY at KRIS BlNUNYAG ng isang SAKSI? ([Aquino] confirmed to be hiding in America? A witness exposed [him and his sister Kria Aquino]?)
FAKE,"DepEd teachers who find their issued laptop to be slow or not in accordance with the latest specifications should return it and buy their own laptop. If they can not be thankful, the least that they can do is SHUT UP."
FAKE,Ganyan dapat! Pilipinas rumesbak at pinaputukan umano ang mga Chinese fishing vessel sa WPS. (That’s how it should be! Philippines retaliated and fired at Chinese fishing vessels on the West Philippine Sea.)
FAKE,Genius student from Manila wanted for justice because of the creation of a fat burner that helps you lose 27 kilograms in 30 days!
FAKE,"The Japanese Institute of Biological Research has introduced [a product] to kill insects, bugs, yellow flies, red spiders, snails to protect plants completely with natural herbs."
FAKE,"Upang ipagdiwang ang kaarawan ng @Robinsons Supermarket, padadalhan ka namin ng Custom na Gift Bag. Sa lahat ng sumulat ng Love Robinsons Supermarket bago ang April 25, 2023. Good luck (To celebrate the anniversary of Robinsons Supermarket, we will give a custom gift bag to everyone who writes ‘Love Robinsons Supermarket’ before April 25, 2023. Good luck.)"
FAKE,PHIVOLCS Regional Director said in an interview over a local radio station that it is possible for CDO or Tagoloan to be the epicenter of a high-magnitude quake because of the active fault line in CDO and Tagoloan river. A 7.2 magnitude quake could trigger a tsunami that could reach a 15-storey building. He advised to study our surroundings for a possible evacuation route.
FAKE,National Commission of Senior Citizen (NCSC) R.A. 11350. All Senior Citizen pensioner or nonpensioner will receive 1k per month or 3k every 3 months under the NCSC and Office of the Senior Citizens Affair no longer under DSWD but under NCSC. Register online ncsc.gov.ph The 1k monthly pension will take effect on March 2023.
FAKE,NAKIKIRAMAY! RAFFY TULFO SAKSI SA PAGPANAW NI KRIS AQUINO NGAYONG HAPON! STAGE 5 CANCER ANG DAHILAN (Condolences! Raffy Tulfo witnessed Kris Aquino’s death this afternoon! Stage 5 cancer caused [her death]!
FAKE,Two days salary deduction for the month March 2023 from all government employees for President Relief Fund for Turkey and Syria.
FAKE,ZOMBIE VIRUS AKSIDENTENG NADISKUBRE NG MGA SCIENTIST (Zombie virus accidentally discovered by scientists)!
FAKE,"As a dermatologist doctor, I really want Fillipino (sic) women to have healthy, youthful skin and always loved by husband. Korea’s leading cosmetic experts have researched the product Sammi Egg Essence Mask that can help smooth, firm and even skin tone, can be used for both pregnant women and people with extreme skin sensitive period."
FAKE,"Sa mga gustong magpatulong sa amin, FREE lang, basta i-share mo lang ang post na ito sa 10 groups mo at magmessage sa amin. (For those who want us to assist them, it’s FREE, just share this post to 10 of your other groups and message us)"
FAKE,OMG! BAGONG PERA NG PILIPINAS INILABAS NA (NEW BANKNOTES OF THE PHILIPPINES NOW RELEASED)! NEW PHILIPPINE BANK NOTES AND COINS.
FAKE,Iskandalo sa studio! Itinago nila ang pangunahing lunas para sa presyon mula sa mga pasyenteng hypertensive! Sila pala (Scandal in the studio! They concealed the primary cure for hypertension from hypertensive patients! They are)…
FAKE,"Research on thousands of people who have successfully regained their shape, lost mαny kg in a short time and improved their health effects after eating MEIZOU Chia seeds. The product has been approved by the FDA as safe and good for health."
FAKE,DOH Health Bulletin to the Public: The Upper Respiratory Infection affecting China at present is quite serious. The virus causing it is very potent and is resistant to existing antibiotics.
FAKE,KRIS AQUINO NAG COLLAPSE SA LAMAY NI JOVIT BALDIVINO! PUMANAW NA (KRIS AQUINO COLLAPSED DURING JOVIT BALDIVINO’S WAKE! [SHE] HAS PASSED AWAY)! ACTUAL FULL VIDEO NAKUHA SA LAMAY (TAKEN FROM THE WAKE)! Thank (sic) For Watching.
FAKE,"Sa hindi inaasahang pagkakataon, nawala ang mabahong hininga ng asawa ko after 1 month of using the mouth spray of Pasteur Institute Japan (Due to an unexpected circumstance, my husband’s bad breath went away after a month of using Pasteur Institute Japan’s mouth spray)."
FAKE,"Sandro Marcos: Why the big fuss about the prices of red onions? Common sense dictates that you use white onions when red onions are expensive and alternatively, use red onions when white onions are expensive. Simple problems need simple solutions."
FAKE,"IKEA: We are happy to announce that we will be donating dozens of sofa chairs that cannot be sold due to minor scratches and minor damage, all working fine, so we will randomly send them to someone who types ‘done’ until November 25th! hopefully useful for you and your family. And register here."
FAKE,BREAKING NEWS! BANGKAY NI KRIS AQUINO PABALIK NA SA BANSA | Kris Aquino Pumanaw Na (Kris Aquino’s corpse headed back to the country | Kris Aquino has passed away)!
FAKE,Tragedy of stampede in Korea was repeated in the Pilipinas (Philippines). It is now estimated that 28 people have been injured and fainted…Rescue crews received at least 61 calls from residents in Pasay City saying they were having trouble breathing.
FAKE,"Ang lotus root powder ay… may epekto ng pagpigil sa labis na timbang, labis na katabaan, pagtatae, mga digestive disorder na dulot ng bakterya, pagbabawas ng kolesterol sa dugo. (Lotus root powder has… an effect in stopping excess weight, excess fat, diarrhea, digestive orders caused by bacteria, [and] reducing blood cholesterol.)"
FAKE,"Mga bikers, pwede nang mag longride basta huwag sila lalayo (Bikers, can now have long rides as long as they don’t go far)."
FAKE,"Robin Padilla: Isasabatas ko na po na Ang bawat lalaki, Lima ang mapapangasawa (I will create a law to allow every man to marry five women)."
FAKE,Hindi pa nangyayari dati ang horror scene na ito sa Mall Of Asia. Marami na ang nawalan ng malay habang nakapila para bumili nitong Japanese air conditioner (This horror scene has not happened before at SM Mall of Asia. A lot of people lost consciousness while lining up to buy this Japanese air conditioner).
FAKE,"Bagong bago!!!, Simulan nyo na habang konti palang, (sic) nakaka alam P10,000 Ayuda on GCash, PM me for details, and free giveaway for everyone PM me how., (sic) While others are complaining, remember opportunity comes but once so be the one to tell others about it. Start it while only few know it., (sic) PM me po Legit. (New!!! Start now while only a few know P10,000 ayuda on GCash, PM me for details, and free giveaway for everyone PM me how., (sic) PM me Legit.)"
FAKE,LOOK: The hashtag #LetSaraLead has topped Philippine Twitter trends as of 11PM on Monday after former BBM supporters called for Pres. Bongbong Marcos Jr. to resign over ‘broken promises.’ ‘Magparty ka na lang’ and #BBMResign are also among the trending topics.
FAKE,PRES MARCOS NA-SHOCK ??? PACQUIAO SIBAK NA ATTY TRIXIE BINUKING GUMAGAYA SA PIRMA NI BBM (President [Ferdinand Bongbong
FAKE,"Gulat na gulat, maraming nanghihina habang nakapila, nagpupumilit bumili ng aircon sa Mall of Asia (Very shocked. Many are getting weak while lining up, insisting on buying an air conditioner at the Mall of Asia)."
FAKE,"If u find any child crying on road showing his/her address n asking u to take him/her to that address, take that child to police station n plz don’t take it to that address. IT IS A NEW WAY OF GANGS TO STEAL, RAPE and KIDNAP GIRLS (sic)."
FAKE,MABISANG SOLUSYON PARA SA DIABETES. Sabihin hindi sa insulin. Epektibo pagkatapos ng 7 araw ng paggamit. (Effective solution for diabetes. Say no to insulin. Effective seven days after use.)
FAKE,"Ang DSWD walang scholarship program. Meron lang kaming educational assistance na tinatawag (The DSWD does not have a scholarship program. We only provide educational assistance),"
FAKE,"Congratulations! | PHLPost National government subsidy! | Through the questionnaire, you will have a chance to get 7000 Peso."
FAKE,"Masakit at di kumportable ang may almoranas. HEMOCARE lang ang mairerekomenda dyan wala ng iba. Maaaring mauwi sa colon cancer pag di naagapan kaya dapat agad yang solusyunan. (Hemorrhoids are painful and uncomfortable. I only recommend using Hemocare and nothing else. It may lead to colon cancer, so it needs immediate treatment.)"
FAKE,The hospital strongly denies developing any such medication due to the fact that the hospital does not possess the capability to independently develop and produce drugs.
FAKE,P10K AYUDA PARA SA MGA MAY NATIONAL ID! (P10K ayuda [cash aid] for those with national ID!
FAKE,"SA LAHAT NG MGA NAKA ONLINE NGAYUN (sic) AY SWERTRE (sic) PO KAYU (sic) DAHIL MAGBIBIGAY AKO SA BAWAT TAO NA NAKA ONLINE AT MAKA MASSAGE (sic) SA AKINN (sic) (To all who are currently online, you’re lucky because I will be giving [money] to all who are online and will be messaging me)."
FAKE,"Just In | Kris Aquino Namayapa na (now rests in peace) | JUNE 12, 2022."
FAKE,Wow! Australia Congratulates President Bongbong Marcos and VP Mayor Inday Sara Duterte through the vivid lights at the Operah (sic) house!
FAKE,"Some screenshots of GMA’s Eleksyon 2022 television coverage and results website have been edited and manipulated to feature false election results, and spread on social media by unscrupulous accounts,"
FAKE,"I have not issued any document to this effect. Any issuances, any decisions will be officially issued and communicated by the Commission on Elections,"
FAKE,"As of May 4, 2022. (Nahiya pa. Di pa ginawang 100%) ([They’re] still embarrassed. They did not make it 100%) #NoToMarcosDuterte2022"
FAKE,"Bantayan ang balota sa Mayo 9 baka isali sa balota ang mga pangalan ng mga patay.. BBM AT LENI huwag isali ang mga pangalan ng mga bangkay (Watch over the ballots on May 9, they might include the names of the dead.. BBM AND LENI, don’t include the names of the dead)."
FAKE,"WALA NA! FINISH NA! Grabe kayo PASAY! Daog na! Daog na! (It’s done! It’s finished! You’re so great, Pasay! We won! We won!) CROWD ESTIMATE: 90000 Billion Million Thousand People!"
FAKE,A ballot in New Zealand no name of vp leni [Robredo]
FAKE,"Record breaking 1,000,000 ang umattend sa Leni Grand rally sa Cebu. Sa dami ng tao nahirapan na huminga ang dumalo. (Record-breaking, 1,000,000 attended the Leni grand rally in Cebu. Due to the huge crowd, people were having a hard time breathing)."
FAKE,P20.00 COINS MO BILHIN NAMIN NG P600.00 ANG ISA (We’ll buy your P20 coins for P600 each) | 100% LEGIT.
FAKE,He WAS an addict but NOT anymore. He has no plans yet about his platforms but for sure he’ll figure it our (sic) soon. And I have never seen him hurt a fly when he was using cocaine.
FAKE,"We can impose taxes to our seafarers, nurses and other sectors who are earning a lot in abroad. It is high time that they should also pay their taxes here in the Philippines and not only to their host country."
FAKE,"Pinalayas ko mga katulong namin kasi BBM-Sara sila. Lahat dapat ng mga homeowners sa condos and villages, palayasin ang mga katulong at drivers nila na sumusuprta kay BBM (I fired my helpers because they are for BBM-Sara. All homeowners in condos and villages should also fire their helpers and drivers who support BBM) #PasigLaban #PasigIsPink."
FAKE,"Hello po! I did not say this. Let us not spread fake news. Don’t believe all quotes that you see online,"
FAKE,"Wala akong sinabi na ‘ihinto’ ang drug war ang sabi ko ‘not to continue’ (I didn’t say ‘stop’ the drug war, I only said ‘not to continue’)."
FAKE,Shout out sa pamilya kong BBM!!! (Shout out to my family [who are supporters of] BBM!!!).
FAKE,UTANG NINYO SA AKING AMA ANG KALAYAAN NA TINATAMASA NINYO NGAUN (You owe my father the freedom you enjoy today).
FAKE,WALA NG (SIC) DEBATE PARA SA MGA KANDIDATO NG UNITEAM MAGMULA PRESIDENTE HANGGANG KONSEHAL (No debate for the candidates of UniTeam from the president to councilor).
FAKE,"Vico sotto, kasabwat sa Pepsi Paloma Case (Vico Sotto, an accomplice in the Pepsi Paloma case)?"
FAKE,"Huwag bumoto na may bahid na kurapsyon, sinungaling nagmamanipula ng batas, tamad, malabo at hindi makatotohanang plano sa bansa (Don’t vote for someone with a trace of corruption, a liar, manipulates laws, is lazy, unclear and has unrealistic plans for the country)."
FAKE,"We didn’t do fake news on your interview with us. We reported it as is, as you said it. You lie when you say we have misconstrued or mistranslated your statements in that interview. And, Madam, the word ‘STOP’ is SYNONYMOUS with ‘NOT TO CONTINUE.’"
FAKE,"I, the Princess of Saudi, would like to express my support to Bongbong Marcos because he is a visionary leader. I hope someday I will met [sic] him. His bashers are the worst citizens in his country."
FAKE,"Eh, ano ngayon kung bilhin namin ang ABS-CBN. May pera naman kami. Nag susumikap kami sa trabaho. Yung iba jan [sic], 18 hours daw, pero wala ka makita kahit isang eyebag. Ano siya Robot (So what if we buy ABS-CBN? We have the money. We work hard at our jobs. Some people, they say they work 18 hours, but we don’t even see an eye bag. Are they a Robot)?"
FAKE,"It’s been disturbing that since Friday (Jan. 21) so many have been spreading fake news about me being either in St Luke’s BGC or the States but always with the same theme, that I’m in the ICU and in critical condition. NONE OF THAT IS TRUE,"
FAKE,"Kulang tayo sa tubig. Ang tubig kasi dumadaloy yan sa mga tubo papunta sa mga kabahayan, maaring yung size ng tubo ang dahilan. Makakatulong siguro sa supply ng tubig ay yung lakihan natin yung mga tubo o gripo sa mga bahay. Imbis na ½ inch ang liit ng tubo, gawin nating 12 inches ang luwang ang laki. diba para mas maraming tubig ang dumaloy."
FAKE,MaMa LEni Nyo Nagkakalat na ng FAKENEWS. Ito ba ang gusto nyo Leader mukhang DESPERADA na ah? #thevoice (Leni’s spreading fake news. Is this the leader you want? She looks desperate.)
FAKE,"Walang P500 na ang nakalagay ay tarsier.. It’s not true talaga. Inedit nila ‘yan (There’s no P500 bill featuring a tarsier… It’s really not true. They edited that),"
FAKE,"It’s ironic that my cousins – Bongbong and Imee are very fond of using the word ‘unity,’ when they themselves can not unite our family. Unity only applies to them when you bow down to their wishes and caprices. I can not by principle endorse Bongbong as a President nor his son Sandro as Congressman for the 1st District of Ilocos Norte. They are both fraudsters, who do not possess intellectual nor leadership skills. They do not know hard work, that’s why they never achieved anything in their lives."
FAKE,"Kung elitista’t mayaman ka, KAKAMPINK [supporter of Robredo] ka. Kung mahirap kang atat sa tunay na pagbabago, kasangga mo ako. Tapat na serbisyo ko ang kailangan mo. Kitakits sa 2022! (If you’re elitist and rich, you’re KAKAMPINK [supporter of Robredo]. If you’re poor and in a hurry for real change, I’m your guy. What you need is my honest service. See you in 2022!)"
FAKE,"You are too much Mr. President! Kung talagang cocaine addict si dad (Bongbong Marcos), bakit di mo sya naisama sa drug matrix mo (If my dad was really a cocaine addict, why was he not included in your drug matrix)? All I can say your war on drugs was a failure like your face."
FAKE,’BBM HAWAK ANG GUINESS (sic) WORLD OF RECORD AS PHILIPPINES LONGEST MOTORCADE CARAVAN!’| ‘LAKAS NG NORTE’ (BBM holds Guiness world record on Philippines’ longest motorcade caravan! | Strength of the North).
FAKE,"Kung totoong nirerespeto nyo ako, di nyo iboboto si Bongbong dahil sinungaling yan at magnanakaw ang pamilya nya (If you truly respect me, you wouldn’t vote for Bongbong because he’s a liar and his family are thieves)."
FAKE,Kulang pa ang K to 12 education system natin. Kelangan [sic] apat na taon sa Junior HS at apat na taon sa Senior HS.
FAKE,Napakaganda talaga i-celebrate ang new year tuwing bagong taon (It’s really nice to celebrate the new year every new year).
FAKE,"10K AYUDA IPAPADALA SA PALAWAN NGAYONG ARAW MAG PA REGISTER NA (Financial aid worth P10,000 to be sent via Palawan Express today, register now),"
FAKE,"Opo! Dinaya namin si Bongbong! Kina-usap ako ni Mar at hinimok akong tumakbo bilang VP niya. ‘Ang sabi ko, Hindi ako mananalo. Hindi ako masyadong kilala.’ Ang sabi naman niya, ‘kami ang bahala. Nasa atin ang makinarya.’"
FAKE,HINDI UUBRA SA AMING MGA TAGA TONDO YANG MGA TAGA MINDANAO (Those from Mindanao won’t stand a chance against Tondo [Manila] residents).
FAKE,"P10K MONTHLY ALLOWANCE PARA SA MGA SENIOR CITIZENS AT PWD, APRUBADO NA (P10k monthly allowance for senior citizens and PWDs, approved)!"
FAKE,"DOOR TO DOOR PAYOUT PARA SA 10K MONTHLY ALLOWANCE SA NANAY AT HOUSEWIFE, SINIMULAN NA NGAYONG ARAW! NARITO ANG DETALYE (Door to door payout for P10K monthly allowance for mothers and housewives starts today! Here are the details)."
FAKE,"Nakakasawang issue ng corruption. Panahon pa ni Hesus, may corruption na. So what kung, kung mas malala pa ngayon. Manalo muna kayo ng eleksiyon at kayo naman ang magnakaw kung gusto niyo! (Corruption is an annoying issue. Since the time of Jesus, corruption already existed. So what if it’s worse today? Win an election first so you can steal if you want!)."
FAKE,"JUST IN – MATAPOS PATUL0Y na PANIN!RA sa GOBYERNO, KORING HARAPANG TINULD0KAN, LISENSYA TANGGAL na (After continuously defaming the government, Korina faced the end of her career. License now revoked)!"
FAKE,"MGA INA TATANGGAP NG 10K PESOS MULA SA PANGULO (Mothers will receive P10,000 from the president)."
FAKE,"Surveys consistently show that the President is the best communicator in our country. For me, he is like Jesus Christ, Allah and Buddha rolled into one!"
FAKE,"HOUSE TO HOUSE PAYOUT PARA SA 10K NA AYUDA (for P10,000 cash assistance), ONGOING NA (now)!"
FAKE,JUST IN PDUTERTE NAGULAT sa NATUKLASAN KASABWAT ni PACQUIAO sa UMAK IKINANTA NA (President Duterte was shocked to know Pacquiao’s accomplice in UMak; now named)?!!
FAKE,"While it is true that I join the rest of the country in celebrating the historic Olympic gold medal win of Hidilyn Diaz, it is absolutely untrue that the fake ‘congratulatory message’ using my picture (and now circulating online) came from me, or anyone from the Quezon City government."
